NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REGULATION OF GENE SILENCING BY MIRNA%GOBP%GO:0060964	REGULATION OF GENE SILENCING BY MIRNA%GOBP%GO:0060964		80	-0.37194726	-1.2780043	0.066985644	0.20954584	1.0	4418	tags=44%, list=29%, signal=61%	
TP53 REGULATES TRANSCRIPTION OF CELL DEATH GENES%REACTOME%R-HSA-5633008.2	TP53 REGULATES TRANSCRIPTION OF CELL DEATH GENES%REACTOME%R-HSA-5633008.2		43	-0.4164487	-1.277619	0.10948905	0.20980534	1.0	3164	tags=30%, list=21%, signal=38%	
GPI ANCHOR BIOSYNTHETIC PROCESS%GOBP%GO:0006506	GPI ANCHOR BIOSYNTHETIC PROCESS%GOBP%GO:0006506		29	-0.47057793	-1.277436	0.12979351	0.20983447	1.0	4541	tags=38%, list=30%, signal=54%	
ACTIVATION OF ANTERIOR HOX GENES IN HINDBRAIN DEVELOPMENT DURING EARLY EMBRYOGENESIS%REACTOME DATABASE ID RELEASE 61%5617472	ACTIVATION OF ANTERIOR HOX GENES IN HINDBRAIN DEVELOPMENT DURING EARLY EMBRYOGENESIS%REACTOME DATABASE ID RELEASE 61%5617472		88	-0.3686277	-1.2773517	0.08056872	0.20975214	1.0	3307	tags=36%, list=22%, signal=46%	
VIRAL BUDDING%GOBP%GO:0046755	VIRAL BUDDING%GOBP%GO:0046755		22	-0.48936036	-1.2767768	0.10057471	0.21027388	1.0	3981	tags=41%, list=26%, signal=55%	
MEIOTIC CELL CYCLE PROCESS%GOBP%GO:1903046	MEIOTIC CELL CYCLE PROCESS%GOBP%GO:1903046		70	-0.38452286	-1.2762737	0.09777778	0.21064693	1.0	3521	tags=39%, list=23%, signal=50%	
NUCLEOTIDE-EXCISION REPAIR, PREINCISION COMPLEX STABILIZATION%GOBP%GO:0006293	NUCLEOTIDE-EXCISION REPAIR, PREINCISION COMPLEX STABILIZATION%GOBP%GO:0006293		21	-0.49834397	-1.2761284	0.15263158	0.21062548	1.0	4466	tags=52%, list=29%, signal=74%	
REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION%GOBP%GO:1903555	REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION%GOBP%GO:1903555		59	-0.39560074	-1.2754865	0.09243698	0.21121153	1.0	2555	tags=34%, list=17%, signal=41%	
ACTIVATION OF HOX GENES DURING DIFFERENTIATION%REACTOME%R-HSA-5619507.2	ACTIVATION OF HOX GENES DURING DIFFERENTIATION%REACTOME%R-HSA-5619507.2		88	-0.3686277	-1.2750825	0.05820106	0.21148284	1.0	3307	tags=36%, list=22%, signal=46%	
POSITIVE REGULATION OF TELOMERE CAPPING%GOBP%GO:1904355	POSITIVE REGULATION OF TELOMERE CAPPING%GOBP%GO:1904355		16	-0.52803016	-1.273261	0.16709511	0.21349265	1.0	1802	tags=25%, list=12%, signal=28%	
REGULATION OF DNA REPAIR%GOBP%GO:0006282	REGULATION OF DNA REPAIR%GOBP%GO:0006282		75	-0.37732717	-1.2723119	0.07943925	0.21447922	1.0	2924	tags=28%, list=19%, signal=35%	
METABOLISM OF STEROID HORMONES%REACTOME DATABASE ID RELEASE 61%196071	METABOLISM OF STEROID HORMONES%REACTOME DATABASE ID RELEASE 61%196071		22	-0.4900291	-1.2719069	0.1590909	0.21475196	1.0	4885	tags=36%, list=32%, signal=54%	
POSITIVE REGULATION OF B CELL PROLIFERATION%GOBP%GO:0030890	POSITIVE REGULATION OF B CELL PROLIFERATION%GOBP%GO:0030890		20	-0.51066613	-1.2711778	0.17329545	0.21542084	1.0	4167	tags=50%, list=27%, signal=69%	
BIOCARTA_IL10_PATHWAY%MSIGDB_C2%BIOCARTA_IL10_PATHWAY	BIOCARTA_IL10_PATHWAY%MSIGDB_C2%BIOCARTA_IL10_PATHWAY		16	-0.5255739	-1.2710503	0.17788461	0.21538821	1.0	3272	tags=44%, list=22%, signal=56%	
HISTONE MONOUBIQUITINATION%GOBP%GO:0010390	HISTONE MONOUBIQUITINATION%GOBP%GO:0010390		22	-0.49383086	-1.2707119	0.15469614	0.21560845	1.0	2080	tags=14%, list=14%, signal=16%	
POSITIVE REGULATION OF I-KAPPAB KINASE/NF-KAPPAB SIGNALING%GOBP%GO:0043123	POSITIVE REGULATION OF I-KAPPAB KINASE/NF-KAPPAB SIGNALING%GOBP%GO:0043123		156	-0.33649364	-1.2691431	0.025641026	0.21731447	1.0	2452	tags=26%, list=16%, signal=30%	
NECROTIC CELL DEATH%GOBP%GO:0070265	NECROTIC CELL DEATH%GOBP%GO:0070265		20	-0.5029681	-1.269014	0.15696202	0.21727228	1.0	4772	tags=45%, list=31%, signal=66%	
DSRNA FRAGMENTATION%GOBP%GO:0031050	DSRNA FRAGMENTATION%GOBP%GO:0031050		18	-0.5234808	-1.2681329	0.16976127	0.21818233	1.0	3053	tags=39%, list=20%, signal=49%	
REGULATION OF TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER%GOBP%GO:0034243	REGULATION OF TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER%GOBP%GO:0034243		19	-0.5081257	-1.2680825	0.17287233	0.21807344	1.0	3920	tags=32%, list=26%, signal=43%	
POSITIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001244	POSITIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001244		37	-0.42192328	-1.267133	0.12027492	0.21902193	1.0	3390	tags=43%, list=22%, signal=56%	
FEMALE GAMETE GENERATION%GOBP%GO:0007292	FEMALE GAMETE GENERATION%GOBP%GO:0007292		23	-0.492451	-1.2669866	0.15	0.2189831	1.0	4625	tags=52%, list=30%, signal=75%	
CHOLESTEROL BIOSYNTHETIC PROCESS%GOBP%GO:0006695	CHOLESTEROL BIOSYNTHETIC PROCESS%GOBP%GO:0006695		30	-0.45109442	-1.2664137	0.13353115	0.21949345	1.0	1879	tags=27%, list=12%, signal=30%	
NEGATIVE REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002695	NEGATIVE REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002695		69	-0.38589582	-1.2657022	0.089686096	0.2201195	1.0	2704	tags=41%, list=18%, signal=49%	
GENE SILENCING BY RNA%GOBP%GO:0031047	GENE SILENCING BY RNA%GOBP%GO:0031047		39	-0.42598245	-1.2654883	0.121710524	0.22022411	1.0	3053	tags=31%, list=20%, signal=38%	
ANTEROGRADE AXONAL TRANSPORT%GOBP%GO:0008089	ANTEROGRADE AXONAL TRANSPORT%GOBP%GO:0008089		20	-0.4985236	-1.2643996	0.15485564	0.22133873	1.0	1036	tags=20%, list=7%, signal=21%	
INFLAMMASOMES%REACTOME DATABASE ID RELEASE 61%622312	INFLAMMASOMES%REACTOME DATABASE ID RELEASE 61%622312		19	-0.4974421	-1.2625616	0.15681234	0.22330639	1.0	1272	tags=21%, list=8%, signal=23%	
POSITIVE REGULATION OF RELEASE OF CYTOCHROME C FROM MITOCHONDRIA%GOBP%GO:0090200	POSITIVE REGULATION OF RELEASE OF CYTOCHROME C FROM MITOCHONDRIA%GOBP%GO:0090200		23	-0.4889038	-1.2622312	0.13253012	0.22350423	1.0	3533	tags=43%, list=23%, signal=57%	
ORGANELLE DISASSEMBLY%GOBP%GO:1903008	ORGANELLE DISASSEMBLY%GOBP%GO:1903008		55	-0.39257085	-1.2607231	0.08438819	0.2251008	1.0	3710	tags=27%, list=24%, signal=36%	
REGULATION OF CYTOPLASMIC TRANSLATION%GOBP%GO:2000765	REGULATION OF CYTOPLASMIC TRANSLATION%GOBP%GO:2000765		21	-0.49087408	-1.2606256	0.16486487	0.22503826	1.0	2101	tags=24%, list=14%, signal=28%	
REGULATION OF PROTEIN TARGETING%GOBP%GO:1903533	REGULATION OF PROTEIN TARGETING%GOBP%GO:1903533		91	-0.36154538	-1.2605115	0.05	0.22500838	1.0	3169	tags=27%, list=21%, signal=35%	
REGULATION OF CYTOKINESIS%GOBP%GO:0032465	REGULATION OF CYTOKINESIS%GOBP%GO:0032465		48	-0.41202426	-1.2602934	0.10655738	0.22507103	1.0	4075	tags=42%, list=27%, signal=57%	
REGULATION OF TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING%GOBP%GO:1904356	REGULATION OF TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING%GOBP%GO:1904356		53	-0.39373058	-1.2590321	0.09016393	0.22644088	1.0	3614	tags=36%, list=24%, signal=47%	
SUMOYLATION%REACTOME DATABASE ID RELEASE 61%2990846	SUMOYLATION%REACTOME DATABASE ID RELEASE 61%2990846		114	-0.34448874	-1.256987	0.01986755	0.22875258	1.0	4418	tags=38%, list=29%, signal=53%	
RESPONSE TO TOXIC SUBSTANCE%GOBP%GO:0009636	RESPONSE TO TOXIC SUBSTANCE%GOBP%GO:0009636		42	-0.4165351	-1.2569277	0.14144737	0.22862884	1.0	3996	tags=31%, list=26%, signal=42%	
ST_B_CELL_ANTIGEN_RECEPTOR%MSIGDB_C2%ST_B_CELL_ANTIGEN_RECEPTOR	ST_B_CELL_ANTIGEN_RECEPTOR%MSIGDB_C2%ST_B_CELL_ANTIGEN_RECEPTOR		38	-0.43029928	-1.2557781	0.12162162	0.22990331	1.0	3474	tags=34%, list=23%, signal=44%	
REGULATION OF MITOCHONDRION ORGANIZATION%GOBP%GO:0010821	REGULATION OF MITOCHONDRION ORGANIZATION%GOBP%GO:0010821		178	-0.3252098	-1.2550323	0.017857144	0.23063271	1.0	3169	tags=29%, list=21%, signal=36%	
GTP METABOLIC PROCESS%GOBP%GO:0046039	GTP METABOLIC PROCESS%GOBP%GO:0046039		18	-0.50311005	-1.2546452	0.18181819	0.2308774	1.0	1429	tags=17%, list=9%, signal=18%	
REGULATION OF NUCLEAR DIVISION%GOBP%GO:0051783	REGULATION OF NUCLEAR DIVISION%GOBP%GO:0051783		120	-0.33637035	-1.2544758	0.044871796	0.23087494	1.0	1775	tags=27%, list=12%, signal=30%	
DNA DOUBLE-STRAND BREAK PROCESSING%GOBP%GO:0000729	DNA DOUBLE-STRAND BREAK PROCESSING%GOBP%GO:0000729		17	-0.50963473	-1.2530485	0.17258883	0.23249003	1.0	4878	tags=53%, list=32%, signal=78%	
NEGATIVE REGULATION OF PROTEOLYSIS INVOLVED IN CELLULAR PROTEIN CATABOLIC PROCESS%GOBP%GO:1903051	NEGATIVE REGULATION OF PROTEOLYSIS INVOLVED IN CELLULAR PROTEIN CATABOLIC PROCESS%GOBP%GO:1903051		29	-0.43934646	-1.252824	0.1491228	0.23256965	1.0	4269	tags=38%, list=28%, signal=53%	
TRAIL SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TRAIL SIGNALING PATHWAY	TRAIL SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TRAIL SIGNALING PATHWAY		25	-0.46918368	-1.2517035	0.15963855	0.23384818	1.0	3078	tags=40%, list=20%, signal=50%	
PHOSPHATIDYLETHANOLAMINE ACYL-CHAIN REMODELING%GOBP%GO:0036152	PHOSPHATIDYLETHANOLAMINE ACYL-CHAIN REMODELING%GOBP%GO:0036152		19	-0.4977345	-1.2516403	0.19461077	0.23372751	1.0	1827	tags=37%, list=12%, signal=42%	
MONOSACCHARIDE METABOLIC PROCESS%GOBP%GO:0005996	MONOSACCHARIDE METABOLIC PROCESS%GOBP%GO:0005996		113	-0.35060298	-1.2507899	0.05421687	0.23457554	1.0	3661	tags=35%, list=24%, signal=46%	
HALLMARK_SPERMATOGENESIS%MSIGDB_C2%HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS%MSIGDB_C2%HALLMARK_SPERMATOGENESIS		90	-0.35960352	-1.2506853	0.043062203	0.23452038	1.0	3601	tags=38%, list=24%, signal=49%	
SIGNAL TRANSDUCTION INVOLVED IN DNA DAMAGE CHECKPOINT%GOBP%GO:0072422	SIGNAL TRANSDUCTION INVOLVED IN DNA DAMAGE CHECKPOINT%GOBP%GO:0072422		61	-0.37345973	-1.2500788	0.08835341	0.23499681	1.0	3205	tags=34%, list=21%, signal=43%	
REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE%GOBP%GO:0032210	REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE%GOBP%GO:0032210		49	-0.39884737	-1.2493069	0.12	0.23577228	1.0	3614	tags=37%, list=24%, signal=48%	
POSITIVE REGULATION OF MEMBRANE PERMEABILITY%GOBP%GO:1905710	POSITIVE REGULATION OF MEMBRANE PERMEABILITY%GOBP%GO:1905710		15	-0.52683485	-1.2489359	0.19804402	0.2360714	1.0	2172	tags=27%, list=14%, signal=31%	
POSITIVE REGULATION OF TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER%GOBP%GO:0060261	POSITIVE REGULATION OF TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER%GOBP%GO:0060261		15	-0.53111404	-1.2489069	0.18911918	0.2359204	1.0	3062	tags=47%, list=20%, signal=58%	
HDR THROUGH SINGLE STRAND ANNEALING (SSA)%REACTOME DATABASE ID RELEASE 61%5685938	HDR THROUGH SINGLE STRAND ANNEALING (SSA)%REACTOME DATABASE ID RELEASE 61%5685938		35	-0.43142435	-1.2481749	0.13013698	0.23665026	1.0	4945	tags=63%, list=33%, signal=93%	
BRANCHED-CHAIN AMINO ACID CATABOLISM%REACTOME%R-HSA-70895.2	BRANCHED-CHAIN AMINO ACID CATABOLISM%REACTOME%R-HSA-70895.2		23	-0.48132378	-1.2474097	0.16537468	0.23740508	1.0	4068	tags=52%, list=27%, signal=71%	
PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002440	PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002440		30	-0.44990164	-1.2465585	0.16814159	0.23831251	1.0	2975	tags=37%, list=20%, signal=46%	
SECONDARY ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:1902653	SECONDARY ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:1902653		31	-0.4465349	-1.2459623	0.15430267	0.23889823	1.0	1879	tags=26%, list=12%, signal=29%	
MEMBRANE FUSION%GOBP%GO:0061025	MEMBRANE FUSION%GOBP%GO:0061025		127	-0.33691508	-1.2453814	0.043209877	0.23937394	1.0	3710	tags=31%, list=24%, signal=41%	
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE I PROMOTER%GOBP%GO:0006356	REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE I PROMOTER%GOBP%GO:0006356		29	-0.43922395	-1.243859	0.1389728	0.24112245	1.0	2872	tags=31%, list=19%, signal=38%	
HEXOSE METABOLIC PROCESS%GOBP%GO:0019318	HEXOSE METABOLIC PROCESS%GOBP%GO:0019318		91	-0.36017343	-1.2423183	0.07853403	0.24288887	1.0	3201	tags=30%, list=21%, signal=37%	
REGULATION OF MITOTIC NUCLEAR DIVISION%GOBP%GO:0007088	REGULATION OF MITOTIC NUCLEAR DIVISION%GOBP%GO:0007088		117	-0.3408789	-1.2421343	0.055555556	0.24290375	1.0	1775	tags=27%, list=12%, signal=31%	
STEROL BIOSYNTHETIC PROCESS%GOBP%GO:0016126	STEROL BIOSYNTHETIC PROCESS%GOBP%GO:0016126		32	-0.43653488	-1.2414261	0.15584415	0.24361911	1.0	4056	tags=44%, list=27%, signal=60%	
TNFS BIND THEIR PHYSIOLOGICAL RECEPTORS%REACTOME DATABASE ID RELEASE 61%5669034	TNFS BIND THEIR PHYSIOLOGICAL RECEPTORS%REACTOME DATABASE ID RELEASE 61%5669034		26	-0.46068037	-1.2411433	0.17897727	0.2437932	1.0	1239	tags=27%, list=8%, signal=29%	
MITOCHONDRIAL GENOME MAINTENANCE%GOBP%GO:0000002	MITOCHONDRIAL GENOME MAINTENANCE%GOBP%GO:0000002		15	-0.5312306	-1.240017	0.1980198	0.24500991	1.0	3017	tags=40%, list=20%, signal=50%	
PEPTIDYL-LYSINE ACETYLATION%GOBP%GO:0018394	PEPTIDYL-LYSINE ACETYLATION%GOBP%GO:0018394		67	-0.3729404	-1.2384968	0.11353712	0.24681579	1.0	5223	tags=48%, list=34%, signal=72%	
REGULATION OF TRANSLATION IN RESPONSE TO STRESS%GOBP%GO:0043555	REGULATION OF TRANSLATION IN RESPONSE TO STRESS%GOBP%GO:0043555		16	-0.5069973	-1.2382953	0.17128463	0.24683215	1.0	3118	tags=38%, list=21%, signal=47%	
NEGATIVE REGULATION OF NF-KAPPAB TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0032088	NEGATIVE REGULATION OF NF-KAPPAB TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0032088		53	-0.38988426	-1.2368381	0.13818182	0.24852599	1.0	3063	tags=42%, list=20%, signal=52%	
EXTRINSIC APOPTOTIC SIGNALING PATHWAY IN ABSENCE OF LIGAND%GOBP%GO:0097192	EXTRINSIC APOPTOTIC SIGNALING PATHWAY IN ABSENCE OF LIGAND%GOBP%GO:0097192		15	-0.528083	-1.2366345	0.18028846	0.248592	1.0	3386	tags=40%, list=22%, signal=51%	
CYTOKINE SECRETION%GOBP%GO:0050663	CYTOKINE SECRETION%GOBP%GO:0050663		23	-0.46934307	-1.2345862	0.16388889	0.2510011	1.0	269	tags=22%, list=2%, signal=22%	
DNA CATABOLIC PROCESS, ENDONUCLEOLYTIC%GOBP%GO:0000737	DNA CATABOLIC PROCESS, ENDONUCLEOLYTIC%GOBP%GO:0000737		16	-0.5164629	-1.234041	0.19117647	0.25150344	1.0	4645	tags=56%, list=31%, signal=81%	
NUCLEOSIDE PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:1901293	NUCLEOSIDE PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:1901293		117	-0.34811217	-1.233675	0.054421768	0.25179258	1.0	2832	tags=37%, list=19%, signal=45%	
METHYLATION%GOBP%GO:0032259	METHYLATION%GOBP%GO:0032259		125	-0.3355955	-1.2313691	0.0546875	0.25460777	1.0	4319	tags=35%, list=28%, signal=49%	
ALPHA-AMINO ACID METABOLIC PROCESS%GOBP%GO:1901605	ALPHA-AMINO ACID METABOLIC PROCESS%GOBP%GO:1901605		142	-0.3231364	-1.2312026	0.055172414	0.25463542	1.0	3220	tags=28%, list=21%, signal=35%	
REGULATION OF FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0042304	REGULATION OF FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0042304		27	-0.4574053	-1.2310901	0.17538461	0.2545857	1.0	1008	tags=22%, list=7%, signal=24%	
REGULATION OF DNA RECOMBINATION%GOBP%GO:0000018	REGULATION OF DNA RECOMBINATION%GOBP%GO:0000018		41	-0.40342578	-1.2310362	0.15306123	0.25444022	1.0	2984	tags=29%, list=20%, signal=36%	
SIGNAL TRANSDUCTION IN ABSENCE OF LIGAND%GOBP%GO:0038034	SIGNAL TRANSDUCTION IN ABSENCE OF LIGAND%GOBP%GO:0038034		15	-0.528083	-1.2308632	0.23097113	0.25444505	1.0	3386	tags=40%, list=22%, signal=51%	
THE ROLE OF NEF IN HIV-1 REPLICATION AND DISEASE PATHOGENESIS%REACTOME%R-HSA-164952.1	THE ROLE OF NEF IN HIV-1 REPLICATION AND DISEASE PATHOGENESIS%REACTOME%R-HSA-164952.1		27	-0.45270014	-1.2283084	0.18233618	0.2575807	1.0	3728	tags=33%, list=25%, signal=44%	
NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009165	NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009165		109	-0.3420493	-1.2278919	0.0591716	0.25790784	1.0	2832	tags=37%, list=19%, signal=45%	
TSH%NETPATH%TSH	TSH%NETPATH%TSH		79	-0.35306108	-1.2275398	0.088785045	0.25815222	1.0	1806	tags=19%, list=12%, signal=21%	
SPINDLE LOCALIZATION%GOBP%GO:0051653	SPINDLE LOCALIZATION%GOBP%GO:0051653		23	-0.46621805	-1.2273929	0.175	0.2581572	1.0	2357	tags=30%, list=16%, signal=36%	
CYTOKINE PRODUCTION%GOBP%GO:0001816	CYTOKINE PRODUCTION%GOBP%GO:0001816		57	-0.37892276	-1.2267385	0.101167314	0.25881767	1.0	269	tags=14%, list=2%, signal=14%	
BIOCARTA_CELLCYCLE_PATHWAY%MSIGDB_C2%BIOCARTA_CELLCYCLE_PATHWAY	BIOCARTA_CELLCYCLE_PATHWAY%MSIGDB_C2%BIOCARTA_CELLCYCLE_PATHWAY		23	-0.4599222	-1.2255584	0.20348836	0.26018968	1.0	1806	tags=43%, list=12%, signal=49%	
SUMO E3 LIGASES SUMOYLATE TARGET PROTEINS%REACTOME%R-HSA-3108232.3	SUMO E3 LIGASES SUMOYLATE TARGET PROTEINS%REACTOME%R-HSA-3108232.3		108	-0.34478104	-1.2222269	0.05	0.26445112	1.0	4418	tags=39%, list=29%, signal=54%	
IMMUNOGLOBULIN PRODUCTION%GOBP%GO:0002377	IMMUNOGLOBULIN PRODUCTION%GOBP%GO:0002377		22	-0.4780729	-1.2219768	0.19947506	0.26455218	1.0	2803	tags=36%, list=18%, signal=45%	
REGULATION OF DEFENSE RESPONSE TO VIRUS BY VIRUS%GOBP%GO:0050690	REGULATION OF DEFENSE RESPONSE TO VIRUS BY VIRUS%GOBP%GO:0050690		28	-0.4368781	-1.2194911	0.18072289	0.26776645	1.0	3728	tags=36%, list=25%, signal=47%	
CELLULAR SENESCENCE%REACTOME%R-HSA-2559583.1	CELLULAR SENESCENCE%REACTOME%R-HSA-2559583.1		155	-0.32151014	-1.2190644	0.056338027	0.2681057	1.0	3350	tags=32%, list=22%, signal=41%	
POSITIVE REGULATION OF PROTEIN TARGETING TO MITOCHONDRION%GOBP%GO:1903955	POSITIVE REGULATION OF PROTEIN TARGETING TO MITOCHONDRION%GOBP%GO:1903955		70	-0.35892704	-1.2183974	0.114832535	0.26880065	1.0	3169	tags=29%, list=21%, signal=36%	
NEGATIVE REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION%GOBP%GO:0031111	NEGATIVE REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION%GOBP%GO:0031111		16	-0.50101465	-1.2178597	0.20338982	0.26932365	1.0	3154	tags=38%, list=21%, signal=47%	
AXONEME ASSEMBLY%GOBP%GO:0035082	AXONEME ASSEMBLY%GOBP%GO:0035082		34	-0.4287902	-1.2170161	0.17665616	0.2702668	1.0	6158	tags=50%, list=41%, signal=84%	
SEXUAL REPRODUCTION%GOBP%GO:0019953	SEXUAL REPRODUCTION%GOBP%GO:0019953		179	-0.3123657	-1.2146289	0.05376344	0.27329206	1.0	2569	tags=22%, list=17%, signal=26%	
REGULATION OF TP53 EXPRESSION AND DEGRADATION%REACTOME DATABASE ID RELEASE 61%6806003	REGULATION OF TP53 EXPRESSION AND DEGRADATION%REACTOME DATABASE ID RELEASE 61%6806003		37	-0.41698164	-1.214142	0.14909092	0.2737324	1.0	2762	tags=22%, list=18%, signal=26%	
SIGNAL TRANSDUCTION INVOLVED IN DNA INTEGRITY CHECKPOINT%GOBP%GO:0072401	SIGNAL TRANSDUCTION INVOLVED IN DNA INTEGRITY CHECKPOINT%GOBP%GO:0072401		61	-0.37345973	-1.2141036	0.11406844	0.27357027	1.0	3205	tags=34%, list=21%, signal=43%	
PID_FAS_PATHWAY%MSIGDB_C2%PID_FAS_PATHWAY	PID_FAS_PATHWAY%MSIGDB_C2%PID_FAS_PATHWAY		38	-0.4101968	-1.214001	0.18238993	0.27353358	1.0	3243	tags=32%, list=21%, signal=40%	
PID_IL1_PATHWAY%MSIGDB_C2%PID_IL1_PATHWAY	PID_IL1_PATHWAY%MSIGDB_C2%PID_IL1_PATHWAY		33	-0.41880155	-1.2131919	0.17207792	0.27439916	1.0	3276	tags=30%, list=22%, signal=39%	
POSTTRANSCRIPTIONAL GENE SILENCING%GOBP%GO:0016441	POSTTRANSCRIPTIONAL GENE SILENCING%GOBP%GO:0016441		38	-0.4179147	-1.213028	0.16666667	0.27441922	1.0	3053	tags=32%, list=20%, signal=39%	
REGULATION OF T-HELPER CELL DIFFERENTIATION%GOBP%GO:0045622	REGULATION OF T-HELPER CELL DIFFERENTIATION%GOBP%GO:0045622		19	-0.46733284	-1.2129886	0.21356784	0.27425793	1.0	2383	tags=37%, list=16%, signal=44%	
MITOTIC SPINDLE CHECKPOINT%GOBP%GO:0071174	MITOTIC SPINDLE CHECKPOINT%GOBP%GO:0071174		16	-0.4991154	-1.2129006	0.22358723	0.27418542	1.0	3734	tags=50%, list=25%, signal=66%	
BIOCARTA_ATM_PATHWAY%MSIGDB_C2%BIOCARTA_ATM_PATHWAY	BIOCARTA_ATM_PATHWAY%MSIGDB_C2%BIOCARTA_ATM_PATHWAY		20	-0.48367667	-1.2114434	0.21727748	0.2760178	1.0	1006	tags=30%, list=7%, signal=32%	
HALLMARK_INFLAMMATORY_RESPONSE%MSIGDB_C2%HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE%MSIGDB_C2%HALLMARK_INFLAMMATORY_RESPONSE		183	-0.31246245	-1.2103844	0.060606062	0.2772375	1.0	1638	tags=21%, list=11%, signal=23%	
REGULATION OF INTERLEUKIN-1 SECRETION%GOBP%GO:0050704	REGULATION OF INTERLEUKIN-1 SECRETION%GOBP%GO:0050704		27	-0.4440946	-1.2097303	0.20178041	0.27796087	1.0	1369	tags=22%, list=9%, signal=24%	
REGULATION OF INTERLEUKIN-1 BETA SECRETION%GOBP%GO:0050706	REGULATION OF INTERLEUKIN-1 BETA SECRETION%GOBP%GO:0050706		24	-0.4557196	-1.2085556	0.19382022	0.27934468	1.0	1369	tags=25%, list=9%, signal=27%	
CELLULAR RESPONSE TO AMINO ACID STARVATION%GOBP%GO:0034198	CELLULAR RESPONSE TO AMINO ACID STARVATION%GOBP%GO:0034198		37	-0.41865602	-1.207943	0.16151203	0.2799582	1.0	2435	tags=22%, list=16%, signal=26%	
ORGANELLE FUSION%GOBP%GO:0048284	ORGANELLE FUSION%GOBP%GO:0048284		96	-0.35048616	-1.207645	0.09139785	0.2801611	1.0	3347	tags=27%, list=22%, signal=35%	
POSITIVE REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045070	POSITIVE REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045070		28	-0.43976566	-1.2072046	0.20163488	0.280557	1.0	3284	tags=39%, list=22%, signal=50%	
TCF DEPENDENT SIGNALING IN RESPONSE TO WNT%REACTOME DATABASE ID RELEASE 61%201681	TCF DEPENDENT SIGNALING IN RESPONSE TO WNT%REACTOME DATABASE ID RELEASE 61%201681		188	-0.31870323	-1.2072016	0.043010753	0.28033742	1.0	2788	tags=26%, list=18%, signal=32%	
REGULATION OF TP53 ACTIVITY THROUGH PHOSPHORYLATION%REACTOME%R-HSA-6804756.1	REGULATION OF TP53 ACTIVITY THROUGH PHOSPHORYLATION%REACTOME%R-HSA-6804756.1		87	-0.35219812	-1.2066029	0.102678575	0.28095487	1.0	2701	tags=31%, list=18%, signal=38%	
ACYL-COA BIOSYNTHETIC PROCESS%GOBP%GO:0071616	ACYL-COA BIOSYNTHETIC PROCESS%GOBP%GO:0071616		30	-0.43699473	-1.2058969	0.18075801	0.28172413	1.0	1151	tags=23%, list=8%, signal=25%	
