NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
ESTABLISHMENT OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE%GOBP%GO:0090002	ESTABLISHMENT OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE%GOBP%GO:0090002		77	0.47599447	1.3110551	0.083333336	0.22346213	1.0	1878	tags=19%, list=12%, signal=22%	
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE%GOBP%GO:1903078	POSITIVE REGULATION OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE%GOBP%GO:1903078		32	0.5335891	1.3110125	0.11884058	0.22335508	1.0	2327	tags=31%, list=15%, signal=37%	
VEGFR1 SPECIFIC SIGNALS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VEGFR1 SPECIFIC SIGNALS	VEGFR1 SPECIFIC SIGNALS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VEGFR1 SPECIFIC SIGNALS		29	0.5485588	1.3107437	0.12084592	0.22359362	1.0	2802	tags=41%, list=18%, signal=51%	
NEURON PROJECTION EXTENSION%GOBP%GO:1990138	NEURON PROJECTION EXTENSION%GOBP%GO:1990138		28	0.5614692	1.3105111	0.11887073	0.22375531	1.0	2816	tags=43%, list=19%, signal=53%	
PDGFR-BETA SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PDGFR-BETA SIGNALING PATHWAY	PDGFR-BETA SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PDGFR-BETA SIGNALING PATHWAY		122	0.4485704	1.3102497	0.059101656	0.22395284	1.0	2602	tags=26%, list=17%, signal=31%	
CALCIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0070588	CALCIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0070588		75	0.47824463	1.3095318	0.08645161	0.22482172	1.0	2220	tags=25%, list=15%, signal=30%	
REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR PRODUCTION%GOBP%GO:0010574	REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR PRODUCTION%GOBP%GO:0010574		22	0.5766676	1.3084513	0.14119601	0.22624521	1.0	2926	tags=55%, list=19%, signal=67%	
SENSORY PERCEPTION OF MECHANICAL STIMULUS%GOBP%GO:0050954	SENSORY PERCEPTION OF MECHANICAL STIMULUS%GOBP%GO:0050954		52	0.4973316	1.3083344	0.11204482	0.22624743	1.0	1405	tags=17%, list=9%, signal=19%	
NETRIN-1 SIGNALING%REACTOME%R-HSA-373752.2	NETRIN-1 SIGNALING%REACTOME%R-HSA-373752.2		41	0.5227534	1.3074933	0.1089838	0.22732614	1.0	2738	tags=51%, list=18%, signal=62%	
GAP JUNCTION TRAFFICKING AND REGULATION%REACTOME DATABASE ID RELEASE 61%157858	GAP JUNCTION TRAFFICKING AND REGULATION%REACTOME DATABASE ID RELEASE 61%157858		23	0.5657538	1.3074436	0.13880126	0.22722548	1.0	1898	tags=35%, list=12%, signal=40%	
PROTEIN HETEROOLIGOMERIZATION%GOBP%GO:0051291	PROTEIN HETEROOLIGOMERIZATION%GOBP%GO:0051291		50	0.50149536	1.3071995	0.08963586	0.22743721	1.0	1622	tags=20%, list=11%, signal=22%	
POSITIVE REGULATION OF CELL GROWTH%GOBP%GO:0030307	POSITIVE REGULATION OF CELL GROWTH%GOBP%GO:0030307		86	0.4608584	1.3070322	0.085213035	0.22750756	1.0	2224	tags=23%, list=15%, signal=27%	
PID_HEDGEHOG_2PATHWAY%MSIGDB_C2%PID_HEDGEHOG_2PATHWAY	PID_HEDGEHOG_2PATHWAY%MSIGDB_C2%PID_HEDGEHOG_2PATHWAY		19	0.59465533	1.306967	0.1323764	0.2274403	1.0	2327	tags=47%, list=15%, signal=56%	
POSITIVE REGULATION OF HEART GROWTH%GOBP%GO:0060421	POSITIVE REGULATION OF HEART GROWTH%GOBP%GO:0060421		15	0.61602	1.3050206	0.16578484	0.23005703	1.0	2805	tags=47%, list=18%, signal=57%	
PID_PDGFRB_PATHWAY%MSIGDB_C2%PID_PDGFRB_PATHWAY	PID_PDGFRB_PATHWAY%MSIGDB_C2%PID_PDGFRB_PATHWAY		126	0.44416228	1.3038039	0.0652921	0.2316859	1.0	2602	tags=25%, list=17%, signal=30%	
SIGNALING BY FGFR%REACTOME%R-HSA-190236.1	SIGNALING BY FGFR%REACTOME%R-HSA-190236.1		66	0.48530784	1.3037635	0.09554974	0.23157142	1.0	1982	tags=24%, list=13%, signal=28%	
SEMA4D IN SEMAPHORIN SIGNALING%REACTOME%R-HSA-400685.2	SEMA4D IN SEMAPHORIN SIGNALING%REACTOME%R-HSA-400685.2		26	0.55872744	1.3027076	0.12893553	0.23299722	1.0	1447	tags=23%, list=10%, signal=25%	
HORMONE TRANSPORT%GOBP%GO:0009914	HORMONE TRANSPORT%GOBP%GO:0009914		25	0.5609065	1.3026805	0.14954683	0.232858	1.0	2052	tags=32%, list=14%, signal=37%	
GLAND MORPHOGENESIS%GOBP%GO:0022612	GLAND MORPHOGENESIS%GOBP%GO:0022612		17	0.5987463	1.3025008	0.16666667	0.23294783	1.0	915	tags=18%, list=6%, signal=19%	
MUSCLE FILAMENT SLIDING%GOBP%GO:0030049	MUSCLE FILAMENT SLIDING%GOBP%GO:0030049		20	0.5844254	1.3022424	0.13043478	0.23319882	1.0	1517	tags=25%, list=10%, signal=28%	
REGULATION OF CATION CHANNEL ACTIVITY%GOBP%GO:2001257	REGULATION OF CATION CHANNEL ACTIVITY%GOBP%GO:2001257		81	0.46766365	1.3019363	0.09402795	0.23349263	1.0	3083	tags=36%, list=20%, signal=45%	
REGULATION OF PROTEIN KINASE B SIGNALING%GOBP%GO:0051896	REGULATION OF PROTEIN KINASE B SIGNALING%GOBP%GO:0051896		80	0.46738496	1.301827	0.092307694	0.23346676	1.0	2024	tags=24%, list=13%, signal=27%	
PROTEIN-LIPID COMPLEX REMODELING%GOBP%GO:0034368	PROTEIN-LIPID COMPLEX REMODELING%GOBP%GO:0034368		18	0.5980792	1.3014816	0.16932908	0.23378265	1.0	2309	tags=39%, list=15%, signal=46%	
REGULATION OF PROTEIN MATURATION%GOBP%GO:1903317	REGULATION OF PROTEIN MATURATION%GOBP%GO:1903317		68	0.4861969	1.3013629	0.0978836	0.23378228	1.0	1615	tags=19%, list=11%, signal=21%	
SEMA4D INDUCED CELL MIGRATION AND GROWTH-CONE COLLAPSE%REACTOME%R-HSA-416572.1	SEMA4D INDUCED CELL MIGRATION AND GROWTH-CONE COLLAPSE%REACTOME%R-HSA-416572.1		24	0.5697678	1.3013532	0.124615386	0.23362058	1.0	1447	tags=25%, list=10%, signal=28%	
BIOCARTA_MET_PATHWAY%MSIGDB_C2%BIOCARTA_MET_PATHWAY	BIOCARTA_MET_PATHWAY%MSIGDB_C2%BIOCARTA_MET_PATHWAY		36	0.5277762	1.3012217	0.11079137	0.23362336	1.0	2563	tags=36%, list=17%, signal=43%	
POST-TRANSLATIONAL MODIFICATION: SYNTHESIS OF GPI-ANCHORED PROTEINS%REACTOME%R-HSA-163125.2	POST-TRANSLATIONAL MODIFICATION: SYNTHESIS OF GPI-ANCHORED PROTEINS%REACTOME%R-HSA-163125.2		67	0.48320574	1.3010212	0.08173691	0.2337485	1.0	1842	tags=22%, list=12%, signal=25%	
VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0048010	VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0048010		68	0.47102696	1.3008242	0.094986804	0.23387359	1.0	1987	tags=35%, list=13%, signal=40%	
REGULATION OF FILOPODIUM ASSEMBLY%GOBP%GO:0051489	REGULATION OF FILOPODIUM ASSEMBLY%GOBP%GO:0051489		27	0.55838037	1.3004028	0.14159292	0.2343654	1.0	1618	tags=26%, list=11%, signal=29%	
REGULATION OF RAS FAMILY ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF RAS FAMILY ACTIVATION	REGULATION OF RAS FAMILY ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF RAS FAMILY ACTIVATION		33	0.5418063	1.2992908	0.11713031	0.23593433	1.0	2402	tags=24%, list=16%, signal=29%	
REGULATION OF MONONUCLEAR CELL MIGRATION%GOBP%GO:0071675	REGULATION OF MONONUCLEAR CELL MIGRATION%GOBP%GO:0071675		27	0.56029135	1.2987522	0.14814815	0.23658067	1.0	969	tags=26%, list=6%, signal=28%	
NEGATIVE REGULATION OF CALCIUM ION TRANSPORT%GOBP%GO:0051926	NEGATIVE REGULATION OF CALCIUM ION TRANSPORT%GOBP%GO:0051926		32	0.53077793	1.2985104	0.13532764	0.23675914	1.0	826	tags=16%, list=5%, signal=16%	
RESPONSE TO ALCOHOL%GOBP%GO:0097305	RESPONSE TO ALCOHOL%GOBP%GO:0097305		40	0.51098186	1.297549	0.12729844	0.23800601	1.0	1766	tags=28%, list=12%, signal=31%	
POST NMDA RECEPTOR ACTIVATION EVENTS%REACTOME%R-HSA-438064.1	POST NMDA RECEPTOR ACTIVATION EVENTS%REACTOME%R-HSA-438064.1		30	0.54454875	1.2972022	0.12652439	0.23833089	1.0	3100	tags=33%, list=20%, signal=42%	
POSITIVE REGULATION OF ORGAN GROWTH%GOBP%GO:0046622	POSITIVE REGULATION OF ORGAN GROWTH%GOBP%GO:0046622		15	0.61602	1.296747	0.17047451	0.23884962	1.0	2805	tags=47%, list=18%, signal=57%	
REGULATION OF LIPID LOCALIZATION%GOBP%GO:1905952	REGULATION OF LIPID LOCALIZATION%GOBP%GO:1905952		77	0.46751234	1.295623	0.090101525	0.24037631	1.0	1896	tags=21%, list=12%, signal=24%	
NEGATIVE REGULATION OF SECRETION%GOBP%GO:0051048	NEGATIVE REGULATION OF SECRETION%GOBP%GO:0051048		86	0.4579906	1.2951322	0.08385482	0.2409821	1.0	1464	tags=22%, list=10%, signal=24%	
ONCOGENIC MAPK SIGNALING%REACTOME DATABASE ID RELEASE 61%6802957	ONCOGENIC MAPK SIGNALING%REACTOME DATABASE ID RELEASE 61%6802957		67	0.4747762	1.2948923	0.10198676	0.24117927	1.0	1390	tags=18%, list=9%, signal=20%	
SYNTHESIS OF BILE ACIDS AND BILE SALTS%REACTOME%R-HSA-192105.2	SYNTHESIS OF BILE ACIDS AND BILE SALTS%REACTOME%R-HSA-192105.2		27	0.5467138	1.2944974	0.13412817	0.24164447	1.0	3904	tags=48%, list=26%, signal=65%	
RESPONSE TO PEPTIDE HORMONE%GOBP%GO:0043434	RESPONSE TO PEPTIDE HORMONE%GOBP%GO:0043434		163	0.43089098	1.2943764	0.058498897	0.24165219	1.0	2872	tags=30%, list=19%, signal=37%	
SIGNALING BY FGFR2 IN DISEASE%REACTOME%R-HSA-5655253.1	SIGNALING BY FGFR2 IN DISEASE%REACTOME%R-HSA-5655253.1		32	0.5210663	1.2937392	0.14499253	0.24246317	1.0	831	tags=22%, list=5%, signal=23%	
ACTIN-MYOSIN FILAMENT SLIDING%GOBP%GO:0033275	ACTIN-MYOSIN FILAMENT SLIDING%GOBP%GO:0033275		20	0.5844254	1.2933851	0.1577287	0.24284264	1.0	1517	tags=25%, list=10%, signal=28%	
HYALURONAN METABOLIC PROCESS%GOBP%GO:0030212	HYALURONAN METABOLIC PROCESS%GOBP%GO:0030212		18	0.590157	1.2928406	0.16234888	0.24349704	1.0	1394	tags=28%, list=9%, signal=31%	
REGULATION OF CELL PROJECTION ASSEMBLY%GOBP%GO:0060491	REGULATION OF CELL PROJECTION ASSEMBLY%GOBP%GO:0060491		120	0.44937512	1.2928293	0.07638073	0.2433322	1.0	2835	tags=31%, list=19%, signal=38%	
EPHRIN SIGNALING%REACTOME%R-HSA-3928664.2	EPHRIN SIGNALING%REACTOME%R-HSA-3928664.2		16	0.59985155	1.2924948	0.17056856	0.24365814	1.0	2206	tags=50%, list=15%, signal=58%	
REGULATION OF CARDIAC MUSCLE CONTRACTION%GOBP%GO:0055117	REGULATION OF CARDIAC MUSCLE CONTRACTION%GOBP%GO:0055117		50	0.49987605	1.2915254	0.094444446	0.24488075	1.0	2006	tags=24%, list=13%, signal=28%	
SENSORY PERCEPTION OF SOUND%GOBP%GO:0007605	SENSORY PERCEPTION OF SOUND%GOBP%GO:0007605		52	0.4973316	1.2904851	0.11780822	0.24627085	1.0	1405	tags=17%, list=9%, signal=19%	
CELLULAR RESPONSE TO INTERLEUKIN-1%GOBP%GO:0071347	CELLULAR RESPONSE TO INTERLEUKIN-1%GOBP%GO:0071347		55	0.49120235	1.2903732	0.10040706	0.24627197	1.0	1263	tags=18%, list=8%, signal=20%	
CYTOCHROME P450 - ARRANGED BY SUBSTRATE TYPE%REACTOME DATABASE ID RELEASE 61%211897	CYTOCHROME P450 - ARRANGED BY SUBSTRATE TYPE%REACTOME DATABASE ID RELEASE 61%211897		44	0.50831723	1.2902288	0.120665744	0.24632832	1.0	1135	tags=16%, list=7%, signal=17%	
ACTIVATION OF PHOSPHOLIPASE C ACTIVITY%GOBP%GO:0007202	ACTIVATION OF PHOSPHOLIPASE C ACTIVITY%GOBP%GO:0007202		18	0.5929595	1.2899973	0.14821124	0.2465005	1.0	2258	tags=33%, list=15%, signal=39%	
LOCOMOTORY BEHAVIOR%GOBP%GO:0007626	LOCOMOTORY BEHAVIOR%GOBP%GO:0007626		26	0.5512235	1.2897515	0.1576507	0.2466886	1.0	3981	tags=58%, list=26%, signal=78%	
CIRCADIAN CLOCK%REACTOME DATABASE ID RELEASE 61%400253	CIRCADIAN CLOCK%REACTOME DATABASE ID RELEASE 61%400253		64	0.47458285	1.2893397	0.11631016	0.24718197	1.0	2952	tags=34%, list=19%, signal=42%	
POSITIVE REGULATION OF STRESS-ACTIVATED MAPK CASCADE%GOBP%GO:0032874	POSITIVE REGULATION OF STRESS-ACTIVATED MAPK CASCADE%GOBP%GO:0032874		97	0.45980728	1.287653	0.10037175	0.24959339	1.0	2149	tags=23%, list=14%, signal=26%	
POSITIVE REGULATION OF JAK-STAT CASCADE%GOBP%GO:0046427	POSITIVE REGULATION OF JAK-STAT CASCADE%GOBP%GO:0046427		35	0.53001845	1.2873224	0.1519174	0.24990658	1.0	1896	tags=34%, list=12%, signal=39%	
INTRACELLULAR STEROID HORMONE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030518	INTRACELLULAR STEROID HORMONE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030518		58	0.486951	1.2848799	0.12048193	0.25362223	1.0	1766	tags=14%, list=12%, signal=16%	
POSITIVE REGULATION OF GENE SILENCING BY MIRNA%GOBP%GO:2000637	POSITIVE REGULATION OF GENE SILENCING BY MIRNA%GOBP%GO:2000637		15	0.615683	1.2848506	0.16451614	0.25348058	1.0	1055	tags=13%, list=7%, signal=14%	
CALCIUM ION TRANSMEMBRANE IMPORT INTO CYTOSOL%GOBP%GO:0097553	CALCIUM ION TRANSMEMBRANE IMPORT INTO CYTOSOL%GOBP%GO:0097553		33	0.53139544	1.2848068	0.11420205	0.25336486	1.0	1975	tags=24%, list=13%, signal=28%	
REGULATION OF EPIDERMIS DEVELOPMENT%GOBP%GO:0045682	REGULATION OF EPIDERMIS DEVELOPMENT%GOBP%GO:0045682		29	0.54217696	1.2845838	0.14222874	0.25354958	1.0	1836	tags=28%, list=12%, signal=31%	
PURINE RIBONUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0009154	PURINE RIBONUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0009154		20	0.59078074	1.2845707	0.16693164	0.25338924	1.0	2503	tags=50%, list=16%, signal=60%	
POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE%GOBP%GO:0090004	POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE%GOBP%GO:0090004		26	0.56385165	1.2843347	0.1402439	0.25358206	1.0	2327	tags=35%, list=15%, signal=41%	
GABA B RECEPTOR ACTIVATION%REACTOME%R-HSA-977444.1	GABA B RECEPTOR ACTIVATION%REACTOME%R-HSA-977444.1		32	0.52915174	1.2827796	0.13461539	0.25580144	1.0	3122	tags=50%, list=21%, signal=63%	
REGULATION OF GLUCOSE TRANSPORT%GOBP%GO:0010827	REGULATION OF GLUCOSE TRANSPORT%GOBP%GO:0010827		66	0.4744697	1.280886	0.12080537	0.25856522	1.0	1898	tags=21%, list=12%, signal=24%	
CELLULAR PROCESS INVOLVED IN REPRODUCTION IN MULTICELLULAR ORGANISM%GOBP%GO:0022412	CELLULAR PROCESS INVOLVED IN REPRODUCTION IN MULTICELLULAR ORGANISM%GOBP%GO:0022412		67	0.46695662	1.279426	0.12027027	0.26066303	1.0	1267	tags=13%, list=8%, signal=15%	
POSITIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS%GOBP%GO:0032103	POSITIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS%GOBP%GO:0032103		158	0.42941347	1.2792894	0.06440281	0.2606795	1.0	1568	tags=23%, list=10%, signal=26%	
ION HOMEOSTASIS%REACTOME%R-HSA-5578775.1	ION HOMEOSTASIS%REACTOME%R-HSA-5578775.1		49	0.49716252	1.2790715	0.1232687	0.26084784	1.0	2002	tags=22%, list=13%, signal=26%	
PHAGOCYTOSIS%GOBP%GO:0006909	PHAGOCYTOSIS%GOBP%GO:0006909		113	0.43937957	1.2787316	0.0702381	0.2612247	1.0	1972	tags=17%, list=13%, signal=19%	
SIGNALING BY ROBO RECEPTOR%REACTOME%R-HSA-376176.2	SIGNALING BY ROBO RECEPTOR%REACTOME%R-HSA-376176.2		29	0.5309495	1.2785596	0.13808802	0.2613136	1.0	1085	tags=21%, list=7%, signal=22%	
POSITIVE REGULATION OF STRESS-ACTIVATED PROTEIN KINASE SIGNALING CASCADE%GOBP%GO:0070304	POSITIVE REGULATION OF STRESS-ACTIVATED PROTEIN KINASE SIGNALING CASCADE%GOBP%GO:0070304		98	0.45117974	1.2783923	0.114178166	0.26137063	1.0	2149	tags=22%, list=14%, signal=26%	
POSITIVE REGULATION OF POTASSIUM ION TRANSPORT%GOBP%GO:0043268	POSITIVE REGULATION OF POTASSIUM ION TRANSPORT%GOBP%GO:0043268		19	0.58934164	1.278018	0.17077176	0.26176548	1.0	1610	tags=21%, list=11%, signal=24%	
NEGATIVE REGULATION OF PROTEIN COMPLEX ASSEMBLY%GOBP%GO:0031333	NEGATIVE REGULATION OF PROTEIN COMPLEX ASSEMBLY%GOBP%GO:0031333		61	0.4734999	1.2774132	0.12533693	0.26256442	1.0	460	tags=7%, list=3%, signal=7%	
NEGATIVE REGULATION OF PLASMA MEMBRANE BOUNDED CELL PROJECTION ASSEMBLY%GOBP%GO:0120033	NEGATIVE REGULATION OF PLASMA MEMBRANE BOUNDED CELL PROJECTION ASSEMBLY%GOBP%GO:0120033		15	0.59861606	1.2767954	0.19966997	0.26339802	1.0	2816	tags=40%, list=19%, signal=49%	
SIGNAL TRANSDUCTION BY L1%REACTOME%R-HSA-445144.1	SIGNAL TRANSDUCTION BY L1%REACTOME%R-HSA-445144.1		20	0.5761475	1.2765547	0.19063546	0.26360002	1.0	2050	tags=30%, list=13%, signal=35%	
POSITIVE REGULATION OF FATTY ACID METABOLIC PROCESS%GOBP%GO:0045923	POSITIVE REGULATION OF FATTY ACID METABOLIC PROCESS%GOBP%GO:0045923		20	0.5799533	1.2764578	0.16091955	0.26354834	1.0	1559	tags=40%, list=10%, signal=45%	
PID_P38_ALPHA_BETA_PATHWAY%MSIGDB_C2%PID_P38_ALPHA_BETA_PATHWAY	PID_P38_ALPHA_BETA_PATHWAY%MSIGDB_C2%PID_P38_ALPHA_BETA_PATHWAY		29	0.5379765	1.275286	0.17325228	0.2652056	1.0	1663	tags=21%, list=11%, signal=23%	
BIOCARTA_IGF1_PATHWAY%MSIGDB_C2%BIOCARTA_IGF1_PATHWAY	BIOCARTA_IGF1_PATHWAY%MSIGDB_C2%BIOCARTA_IGF1_PATHWAY		21	0.56126475	1.2740724	0.17627119	0.26698688	1.0	2787	tags=43%, list=18%, signal=52%	
POSITIVE REGULATION OF RECEPTOR ACTIVITY%GOBP%GO:2000273	POSITIVE REGULATION OF RECEPTOR ACTIVITY%GOBP%GO:2000273		28	0.5386067	1.2728435	0.13939394	0.26885942	1.0	1408	tags=18%, list=9%, signal=20%	
EAR MORPHOGENESIS%GOBP%GO:0042471	EAR MORPHOGENESIS%GOBP%GO:0042471		26	0.53842276	1.2727914	0.15634218	0.2687472	1.0	3242	tags=42%, list=21%, signal=54%	
ACTIVATION OF GABAB RECEPTORS%REACTOME%R-HSA-991365.1	ACTIVATION OF GABAB RECEPTORS%REACTOME%R-HSA-991365.1		32	0.52915174	1.2727568	0.16017316	0.26860386	1.0	3122	tags=50%, list=21%, signal=63%	
OPIOID SIGNALLING%REACTOME%R-HSA-111885.1	OPIOID SIGNALLING%REACTOME%R-HSA-111885.1		72	0.4666375	1.2727395	0.13037975	0.2684327	1.0	3181	tags=42%, list=21%, signal=52%	
NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001237	NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001237		64	0.4683904	1.2721086	0.11323329	0.26929086	1.0	632	tags=11%, list=4%, signal=11%	
NEGATIVE REGULATION OF PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0071901	NEGATIVE REGULATION OF PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0071901		84	0.4577985	1.2719309	0.12858926	0.26939827	1.0	2269	tags=29%, list=15%, signal=33%	
POSITIVE REGULATION OF CAMP BIOSYNTHETIC PROCESS%GOBP%GO:0030819	POSITIVE REGULATION OF CAMP BIOSYNTHETIC PROCESS%GOBP%GO:0030819		42	0.50621074	1.2718459	0.13773315	0.26935732	1.0	3122	tags=50%, list=21%, signal=63%	
TUBE CLOSURE%GOBP%GO:0060606	TUBE CLOSURE%GOBP%GO:0060606		31	0.52412784	1.2717805	0.14746544	0.26926622	1.0	2683	tags=29%, list=18%, signal=35%	
NEURAL TUBE CLOSURE%GOBP%GO:0001843	NEURAL TUBE CLOSURE%GOBP%GO:0001843		31	0.52412784	1.2713898	0.16299559	0.2697102	1.0	2683	tags=29%, list=18%, signal=35%	
AP-1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AP-1 TRANSCRIPTION FACTOR NETWORK	AP-1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AP-1 TRANSCRIPTION FACTOR NETWORK		59	0.47693568	1.2710646	0.13765182	0.27001038	1.0	2952	tags=46%, list=19%, signal=57%	
SIGNALING BY NOTCH1 HD+PEST DOMAIN MUTANTS IN CANCER%REACTOME DATABASE ID RELEASE 61%2894858	SIGNALING BY NOTCH1 HD+PEST DOMAIN MUTANTS IN CANCER%REACTOME DATABASE ID RELEASE 61%2894858		54	0.47318736	1.2708914	0.121212125	0.27009082	1.0	2936	tags=35%, list=19%, signal=43%	
HETEROTRIMERIC G-PROTEIN SIGNALING PATHWAY-GQ ALPHA AND GO ALPHA MEDIATED PATHWAY%PANTHER PATHWAY%P00027	HETEROTRIMERIC G-PROTEIN SIGNALING PATHWAY-GQ ALPHA AND GO ALPHA MEDIATED PATHWAY%PANTHER PATHWAY%P00027		87	0.45124263	1.2698197	0.10911425	0.2716313	1.0	2868	tags=33%, list=19%, signal=41%	
PROTEIN DEMETHYLATION%GOBP%GO:0006482	PROTEIN DEMETHYLATION%GOBP%GO:0006482		19	0.5774808	1.2697331	0.1797005	0.27157044	1.0	1422	tags=21%, list=9%, signal=23%	
ST_ADRENERGIC%MSIGDB_C2%ST_ADRENERGIC	ST_ADRENERGIC%MSIGDB_C2%ST_ADRENERGIC		30	0.53281516	1.2695978	0.15975423	0.27160752	1.0	2855	tags=37%, list=19%, signal=45%	
PID_AP1_PATHWAY%MSIGDB_C2%PID_AP1_PATHWAY	PID_AP1_PATHWAY%MSIGDB_C2%PID_AP1_PATHWAY		59	0.47693565	1.2695943	0.12786002	0.27141926	1.0	2952	tags=46%, list=19%, signal=57%	
POSITIVE REGULATION OF CYCLIC NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0030804	POSITIVE REGULATION OF CYCLIC NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0030804		45	0.4939033	1.2695036	0.14187329	0.27134427	1.0	3122	tags=49%, list=21%, signal=61%	
ANGIOTENSIN_II-STIMULATED_SIGNALING_THROUGH_G_PROTEINS_AND_BETA-ARRESTIN%PANTHER PATHWAY%P05911	ANGIOTENSIN_II-STIMULATED_SIGNALING_THROUGH_G_PROTEINS_AND_BETA-ARRESTIN%PANTHER PATHWAY%P05911		33	0.5151909	1.2693733	0.17101449	0.2713662	1.0	1568	tags=24%, list=10%, signal=27%	
GLUCAGON-LIKE PEPTIDE-1 (GLP1) REGULATES INSULIN SECRETION%REACTOME%R-HSA-381676.1	GLUCAGON-LIKE PEPTIDE-1 (GLP1) REGULATES INSULIN SECRETION%REACTOME%R-HSA-381676.1		33	0.5202598	1.2693338	0.13580246	0.2712302	1.0	3122	tags=48%, list=21%, signal=61%	
REGULATION OF ANDROGEN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0060765	REGULATION OF ANDROGEN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0060765		23	0.5471815	1.269297	0.18449612	0.27109203	1.0	1228	tags=22%, list=8%, signal=24%	
NEGATIVE REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0032232	NEGATIVE REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0032232		16	0.5937888	1.2689642	0.18421052	0.27144673	1.0	390	tags=13%, list=3%, signal=13%	
MEMBRANE RAFT ORGANIZATION%GOBP%GO:0031579	MEMBRANE RAFT ORGANIZATION%GOBP%GO:0031579		19	0.5625711	1.2684616	0.17598684	0.27205622	1.0	1878	tags=32%, list=12%, signal=36%	
PRIMARY NEURAL TUBE FORMATION%GOBP%GO:0014020	PRIMARY NEURAL TUBE FORMATION%GOBP%GO:0014020		32	0.5278762	1.2682785	0.1370482	0.27214885	1.0	2926	tags=34%, list=19%, signal=42%	
DIGESTIVE SYSTEM PROCESS%GOBP%GO:0022600	DIGESTIVE SYSTEM PROCESS%GOBP%GO:0022600		26	0.54588157	1.2674711	0.16640987	0.2732381	1.0	804	tags=15%, list=5%, signal=16%	
SIGNALING BY NOTCH1 PEST DOMAIN MUTANTS IN CANCER%REACTOME%R-HSA-2644602.1	SIGNALING BY NOTCH1 PEST DOMAIN MUTANTS IN CANCER%REACTOME%R-HSA-2644602.1		54	0.47318736	1.2672032	0.1587517	0.27349284	1.0	2936	tags=35%, list=19%, signal=43%	
VITAMIN TRANSPORT%GOBP%GO:0051180	VITAMIN TRANSPORT%GOBP%GO:0051180		18	0.587667	1.26699	0.16830066	0.27363127	1.0	3433	tags=44%, list=23%, signal=57%	
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS%GOBP%GO:1900182	POSITIVE REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS%GOBP%GO:1900182		89	0.45150948	1.2668496	0.11463415	0.2736628	1.0	1973	tags=18%, list=13%, signal=21%	
