GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0060272	embryonic skeletal joint morphogenesis	0.011792348668943074	0.011792348668943074	+1	CTNNB1
GO:0051444	negative regulation of ubiquitin-protein transferase activity	0.01183915559456561	0.01183915559456561	+1	CDKN2A,RPL5
GO:1902510	regulation of apoptotic DNA fragmentation	0.011855520490031555	0.011855520490031555	+1	CDKN2A
GO:0010614	negative regulation of cardiac muscle hypertrophy	0.011855520490031555	0.011855520490031555	+1	NOTCH1,SMAD4
GO:0033083	regulation of immature T cell proliferation	0.011855520490031555	0.011855520490031555	+1	CDKN2A
GO:0035066	positive regulation of histone acetylation	0.011855520490031555	0.011855520490031555	+1	BRCA1,SMAD4
GO:0014741	negative regulation of muscle hypertrophy	0.011855520490031555	0.011855520490031555	+1	NOTCH1,SMAD4
GO:1903624	regulation of DNA catabolic process	0.011855520490031555	0.011855520490031555	+1	CDKN2A
GO:0033080	immature T cell proliferation in thymus	0.011855520490031555	0.011855520490031555	+1	CDKN2A
GO:0033084	regulation of immature T cell proliferation in thymus	0.011855520490031555	0.011855520490031555	+1	CDKN2A
GO:0033085	negative regulation of T cell differentiation in thymus	0.011855520490031555	0.011855520490031555	+1	CDKN2A
GO:0033079	immature T cell proliferation	0.011855520490031555	0.011855520490031555	+1	CDKN2A
GO:0042493	response to drug	0.011877644674818945	0.011877644674818945	+1	TP53,CTNNB1,CCND1,TGFBR2
GO:1905819	negative regulation of chromosome separation	0.011965320783772267	0.011965320783772267	+1	APC,ATM
GO:2000573	positive regulation of DNA biosynthetic process	0.011990284419986029	0.011990284419986029	+1	ATM,HGF,ATR
GO:0050818	regulation of coagulation	0.01206841305887743	0.01206841305887743	+1	TLR4,PDGFRA,FOXA2
GO:0099172	presynapse organization	0.012069360364736895	0.012069360364736895	+1	PTEN
GO:0046639	negative regulation of alpha-beta T cell differentiation	0.012288894136619776	0.012288894136619776	+1	RUNX1,CBFB
GO:2000810	regulation of bicellular tight junction assembly	0.012288894136619776	0.012288894136619776	+1	RUNX1,CBFB
GO:0043030	regulation of macrophage activation	0.012308235071914883	0.012308235071914883	+1	CEBPA,TLR4,MIR142
GO:0034401	chromatin organization involved in regulation of transcription	0.012325111642757068	0.012325111642757068	+1	ARID1A,CDKN2A
GO:0048845	venous blood vessel morphogenesis	0.012358774651594462	0.012358774651594462	+1	NOTCH1
GO:0003330	regulation of extracellular matrix constituent secretion	0.012358774651594462	0.012358774651594462	+1	NOTCH1
GO:0097084	vascular associated smooth muscle cell development	0.012358774651594462	0.012358774651594462	+1	NOTCH1
GO:0046890	regulation of lipid biosynthetic process	0.012358774651594462	0.012358774651594462	+1	FBXW7,AKT1,MTOR,BRCA1
GO:1901533	negative regulation of hematopoietic progenitor cell differentiation	0.012358774651594462	0.012358774651594462	+1	NOTCH1
GO:2000973	regulation of pro-B cell differentiation	0.012358774651594462	0.012358774651594462	+1	NOTCH1
GO:0060979	vasculogenesis involved in coronary vascular morphogenesis	0.012358774651594462	0.012358774651594462	+1	NOTCH1
GO:1902337	regulation of apoptotic process involved in morphogenesis	0.012358774651594462	0.012358774651594462	+1	NOTCH1
GO:0030177	positive regulation of Wnt signaling pathway	0.012463651932333694	0.012463651932333694	+1	EGFR,LRRK2,FGFR2,TBL1XR1,AXIN2
GO:0006261	DNA-dependent DNA replication	0.012492827254349428	0.012492827254349428	+1	ATRX,POLQ,CHEK2,BRCA2
GO:0032754	positive regulation of interleukin-5 production	0.012583374088477171	0.012583374088477171	+1	GATA3
GO:0072178	nephric duct morphogenesis	0.012583374088477171	0.012583374088477171	+1	GATA3
GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	0.012691804542346106	0.012691804542346106	+1	PTEN
GO:2000178	negative regulation of neural precursor cell proliferation	0.012691804542346106	0.012691804542346106	+1	NF1
GO:0050999	regulation of nitric-oxide synthase activity	0.012735420447565675	0.012735420447565675	+1	EGFR,AKT1
GO:0045429	positive regulation of nitric oxide biosynthetic process	0.013012997302792238	0.013012997302792238	+1	AKT1,TLR4
GO:0071709	membrane assembly	0.013012997302792238	0.013012997302792238	+1	PTEN
GO:2000345	regulation of hepatocyte proliferation	0.013012997302792238	0.013012997302792238	+1	FBXW7
GO:0045116	protein neddylation	0.013012997302792238	0.013012997302792238	+1	CDKN2A,RPL5
GO:0044409	entry into host	0.013012997302792238	0.013012997302792238	+1	CTNNB1,CDH1
GO:0031646	positive regulation of nervous system process	0.013012997302792238	0.013012997302792238	+1	PTEN
GO:1903011	negative regulation of bone development	0.013012997302792238	0.013012997302792238	+1	FBXW7
GO:0045861	negative regulation of proteolysis	0.013085503689396299	0.013085503689396299	+1	CDKN2A,AKT1,HGF,LRRK2,TAF1,RPL5
GO:0007095	mitotic G2 DNA damage checkpoint	0.01309835594990748	0.01309835594990748	+1	ATM,CDKN1A
GO:1990874	vascular associated smooth muscle cell proliferation	0.013167128417676349	0.013167128417676349	+1	PTEN,CDKN1B,CDKN1A
GO:1904705	regulation of vascular associated smooth muscle cell proliferation	0.013167128417676349	0.013167128417676349	+1	PTEN,CDKN1B,CDKN1A
GO:0071888	macrophage apoptotic process	0.013205299853241738	0.013205299853241738	+1	CDKN2A
GO:0033034	positive regulation of myeloid cell apoptotic process	0.013205299853241738	0.013205299853241738	+1	CDKN2A
GO:0000186	activation of MAPKK activity	0.013238369478628782	0.013238369478628782	+1	BRAF,LRRK2
GO:0042594	response to starvation	0.013238369478628782	0.013238369478628782	+1	TP53,MTOR,LRRK2,CDKN1A
GO:1904026	regulation of collagen fibril organization	0.013305820241690169	0.013305820241690169	+1	RB1
GO:0032148	activation of protein kinase B activity	0.013305820241690169	0.013305820241690169	+1	AKT1,MTOR
GO:0016578	histone deubiquitination	0.013306639564976812	0.013306639564976812	+1	BAP1,ASXL1
GO:0006289	nucleotide-excision repair	0.013327489926983427	0.013327489926983427	+1	TP53
GO:0043543	protein acylation	0.013388120951491436	0.013388120951491436	+1	BRCA1,EP300,SMAD4,BRCA2,SIN3A
GO:1901798	positive regulation of signal transduction by p53 class mediator	0.013500178089004475	0.013500178089004475	+1	ATM,ATR
GO:0032647	regulation of interferon-alpha production	0.013531760436196567	0.013531760436196567	+1	TLR4,SETD2
GO:0032607	interferon-alpha production	0.013531760436196567	0.013531760436196567	+1	TLR4,SETD2
GO:0060317	cardiac epithelial to mesenchymal transition	0.013564557989854066	0.013564557989854066	+1	NOTCH1,TGFBR2
GO:1904796	regulation of core promoter binding	0.013571296329916228	0.013571296329916228	+1	CTNNB1
GO:0010906	regulation of glucose metabolic process	0.013571296329916228	0.013571296329916228	+1	AKT1,EP300,FOXA2
GO:0017145	stem cell division	0.013571296329916228	0.013571296329916228	+1	CDKN2A,FGFR2
GO:0061316	canonical Wnt signaling pathway involved in heart development	0.013571296329916228	0.013571296329916228	+1	CTNNB1
GO:0002755	MyD88-dependent toll-like receptor signaling pathway	0.013602754312555438	0.013602754312555438	+1	MAP3K1,TLR4
GO:1904407	positive regulation of nitric oxide metabolic process	0.013602754312555438	0.013602754312555438	+1	AKT1,TLR4
GO:0030901	midbrain development	0.01367511284666841	0.01367511284666841	+1	CTNNB1,FGFR2,TAF1
GO:0060759	regulation of response to cytokine stimulus	0.013850437152238923	0.013850437152238923	+1	RUNX1,TLR4,CBFB,PTPN11,LIFR
GO:0050805	negative regulation of synaptic transmission	0.013865076881567455	0.013865076881567455	+1	PTEN
GO:0050905	neuromuscular process	0.013865076881567455	0.013865076881567455	+1	PTEN
GO:0098693	regulation of synaptic vesicle cycle	0.013865076881567455	0.013865076881567455	+1	PTEN
GO:0044091	membrane biogenesis	0.013865076881567455	0.013865076881567455	+1	PTEN
GO:0046164	alcohol catabolic process	0.013865076881567455	0.013865076881567455	+1	PTEN
GO:0006626	protein targeting to mitochondrion	0.013882564519442067	0.013882564519442067	+1	FBXW7,BAP1,LRRK2
GO:0071539	protein localization to centrosome	0.013920045735006674	0.013920045735006674	+1	APC
GO:0003256	regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation	0.013920045735006674	0.013920045735006674	+1	NOTCH1
GO:1905456	regulation of lymphoid progenitor cell differentiation	0.013920045735006674	0.013920045735006674	+1	NOTCH1
GO:1905276	regulation of epithelial tube formation	0.013920045735006674	0.013920045735006674	+1	GATA3
GO:0035457	cellular response to interferon-alpha	0.013920045735006674	0.013920045735006674	+1	GATA3
GO:0003344	pericardium morphogenesis	0.013920045735006674	0.013920045735006674	+1	NOTCH1
GO:0042415	norepinephrine metabolic process	0.013920045735006674	0.013920045735006674	+1	GATA3
GO:0061515	myeloid cell development	0.013920045735006674	0.013920045735006674	+1	FBXW7,KIT
GO:0070278	extracellular matrix constituent secretion	0.013920045735006674	0.013920045735006674	+1	NOTCH1
GO:0006303	double-strand break repair via nonhomologous end joining	0.013970377215419041	0.013970377215419041	+1	ATM,BRCA1,POLQ
GO:0051865	protein autoubiquitination	0.014107309977458257	0.014107309977458257	+1	BRCA1,LRRK2,TAF1
GO:1903432	regulation of TORC1 signaling	0.014118412201075375	0.014118412201075375	+1	STK11,ATM
GO:0002695	negative regulation of leukocyte activation	0.014139654696496067	0.014139654696496067	+1	CDKN2A,RUNX1,ATM,CBFB
GO:0002087	regulation of respiratory gaseous exchange by nervous system process	0.014232354247989585	0.014232354247989585	+1	TSHZ3
GO:0007052	mitotic spindle organization	0.014232354247989585	0.014232354247989585	+1	STAG2,CHEK2,SMC1A,SMC3
GO:0002762	negative regulation of myeloid leukocyte differentiation	0.014232354247989585	0.014232354247989585	+1	FBXW7,TLR4
GO:0001942	hair follicle development	0.01431801085277002	0.01431801085277002	+1	SOX9,FGFR2
GO:2000758	positive regulation of peptidyl-lysine acetylation	0.014319242705600267	0.014319242705600267	+1	BRCA1,SMAD4
GO:0051154	negative regulation of striated muscle cell differentiation	0.014319242705600267	0.014319242705600267	+1	NOTCH1,SMAD4
GO:0046839	phospholipid dephosphorylation	0.014429352364212967	0.014429352364212967	+1	PTEN
GO:0038061	NIK/NF-kappaB signaling	0.014459543249810922	0.014459543249810922	+1	EGFR,AKT1,TLR4,EP300
GO:0031667	response to nutrient levels	0.014597682983755432	0.014597682983755432	+1	TP53,MTOR,LRRK2,FOXA2,CDKN1A
GO:2001204	regulation of osteoclast development	0.014610465609024039	0.014610465609024039	+1	FBXW7
GO:1903376	regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway	0.014610465609024039	0.014610465609024039	+1	FBXW7
GO:0071425	hematopoietic stem cell proliferation	0.014610465609024039	0.014610465609024039	+1	RUNX1,MECOM
GO:0036480	neuron intrinsic apoptotic signaling pathway in response to oxidative stress	0.014610465609024039	0.014610465609024039	+1	FBXW7
GO:2000638	regulation of SREBP signaling pathway	0.014610465609024039	0.014610465609024039	+1	FBXW7
GO:0043303	mast cell degranulation	0.014700747021059474	0.014700747021059474	+1	PIK3CG,KIT
GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT	0.014700747021059474	0.014700747021059474	+1	VHL
GO:0034085	establishment of sister chromatid cohesion	0.014700747021059474	0.014700747021059474	+1	RB1
GO:0032429	regulation of phospholipase A2 activity	0.014700747021059474	0.014700747021059474	+1	EGFR
GO:1905508	protein localization to microtubule organizing center	0.014700747021059474	0.014700747021059474	+1	APC
GO:0008542	visual learning	0.014768964490934485	0.014768964490934485	+1	NF1
GO:2000647	negative regulation of stem cell proliferation	0.014768964490934485	0.014768964490934485	+1	NF1
GO:0080111	DNA demethylation	0.014856035469349837	0.014856035469349837	+1	TET2,USP9X
GO:0048710	regulation of astrocyte differentiation	0.014910193938952664	0.014910193938952664	+1	NOTCH1,MIR142
GO:0045687	positive regulation of glial cell differentiation	0.014910193938952664	0.014910193938952664	+1	NOTCH1,MIR142
GO:0006611	protein export from nucleus	0.015038380493475936	0.015038380493475936	+1	TP53,NPM1,U2AF1,SETD2
GO:0060699	regulation of endoribonuclease activity	0.015103743621633931	0.015103743621633931	+1	NPM1
GO:0042472	inner ear morphogenesis	0.015130800726059618	0.015130800726059618	+1	SOX9,FGFR2
GO:0022404	molting cycle process	0.015130800726059618	0.015130800726059618	+1	SOX9,FGFR2
GO:0022405	hair cycle process	0.015130800726059618	0.015130800726059618	+1	SOX9,FGFR2
GO:0070830	bicellular tight junction assembly	0.015249758275034324	0.015249758275034324	+1	APC,RUNX1,CBFB
GO:0046632	alpha-beta T cell differentiation	0.015249758275034324	0.015249758275034324	+1	RUNX1,TGFBR2,CBFB
GO:0043535	regulation of blood vessel endothelial cell migration	0.015249758275034324	0.015249758275034324	+1	NF1,NOTCH1,AKT1
GO:0032736	positive regulation of interleukin-13 production	0.015278313848528086	0.015278313848528086	+1	GATA3
GO:0097479	synaptic vesicle localization	0.015278313848528086	0.015278313848528086	+1	PTEN
GO:0072498	embryonic skeletal joint development	0.015278313848528086	0.015278313848528086	+1	CTNNB1
GO:0097155	fasciculation of sensory neuron axon	0.015278313848528086	0.015278313848528086	+1	EPHA3
GO:2001027	negative regulation of endothelial cell chemotaxis	0.015467873344078458	0.015467873344078458	+1	NOTCH1
GO:0003222	ventricular trabecula myocardium morphogenesis	0.015467873344078458	0.015467873344078458	+1	NOTCH1
GO:0002448	mast cell mediated immunity	0.015467873344078458	0.015467873344078458	+1	PIK3CG,KIT
GO:0002279	mast cell activation involved in immune response	0.015467873344078458	0.015467873344078458	+1	PIK3CG,KIT
GO:0060561	apoptotic process involved in morphogenesis	0.015467873344078458	0.015467873344078458	+1	NOTCH1
GO:1904748	regulation of apoptotic process involved in development	0.015467873344078458	0.015467873344078458	+1	NOTCH1
GO:0051341	regulation of oxidoreductase activity	0.015495428700881081	0.015495428700881081	+1	EGFR,AKT1,LRRK2
GO:0060997	dendritic spine morphogenesis	0.01555253067073397	0.01555253067073397	+1	PTEN
GO:0048588	developmental cell growth	0.015591311863736744	0.015591311863736744	+1	CTNNB1,SOX9,USP9X,SIN3A
GO:0030950	establishment or maintenance of actin cytoskeleton polarity	0.015650520534501354	0.015650520534501354	+1	ARHGAP35
GO:0017038	protein import	0.015654512187139584	0.015654512187139584	+1	PIK3R1,CDH1,AKT1
GO:1902036	regulation of hematopoietic stem cell differentiation	0.015699831861284846	0.015699831861284846	+1	GATA3,RUNX1,CBFB
GO:0090090	negative regulation of canonical Wnt signaling pathway	0.015747710879424604	0.015747710879424604	+1	APC,STK11,SOX9,SOX17,AXIN2
GO:0007006	mitochondrial membrane organization	0.01576749716875524	0.01576749716875524	+1	TP53
GO:0051893	regulation of focal adhesion assembly	0.01576749716875524	0.01576749716875524	+1	PTEN,EPHA3
GO:0090109	regulation of cell-substrate junction assembly	0.01576749716875524	0.01576749716875524	+1	PTEN,EPHA3
GO:0030183	B cell differentiation	0.01579403700100443	0.01579403700100443	+1	FLT3,ATM,KIT
GO:0006354	DNA-templated transcription, elongation	0.01588073125524755	0.01588073125524755	+1	PBRM1,SETD2,CDK12,ERCC2
GO:0050806	positive regulation of synaptic transmission	0.015919561987287605	0.015919561987287605	+1	PTEN,TSHZ3
GO:0098773	skin epidermis development	0.015943910545328926	0.015943910545328926	+1	SOX9,FGFR2
GO:0120034	positive regulation of plasma membrane bounded cell projection assembly	0.015983596782568374	0.015983596782568374	+1	APC,ARHGAP35
GO:0043467	regulation of generation of precursor metabolites and energy	0.01604627532284927	0.01604627532284927	+1	TP53
GO:0120192	tight junction assembly	0.016192632457641243	0.016192632457641243	+1	APC,RUNX1,CBFB
GO:0034976	response to endoplasmic reticulum stress	0.016311233961111955	0.016311233961111955	+1	TP53,PIK3R1,NFE2L2,LRRK2,EP300
GO:0031018	endocrine pancreas development	0.016364743259873964	0.016364743259873964	+1	AKT1,FOXA2
GO:0060326	cell chemotaxis	0.016364743259873964	0.016364743259873964	+1	NOTCH1,PIK3CG,HGF,KIT,PDGFRA
GO:1904035	regulation of epithelial cell apoptotic process	0.016364743259873964	0.016364743259873964	+1	GATA3,NFE2L2
GO:0032007	negative regulation of TOR signaling	0.016379471387412907	0.016379471387412907	+1	STK11,ATM
GO:0060998	regulation of dendritic spine development	0.016409895097478273	0.016409895097478273	+1	PTEN
GO:0045726	positive regulation of integrin biosynthetic process	0.016409895097478273	0.016409895097478273	+1	AR
GO:0050771	negative regulation of axonogenesis	0.016409895097478273	0.016409895097478273	+1	PTEN
GO:0032352	positive regulation of hormone metabolic process	0.016618271442129184	0.016618271442129184	+1	GATA3
GO:0072176	nephric duct development	0.016618271442129184	0.016618271442129184	+1	GATA3
GO:0046884	follicle-stimulating hormone secretion	0.01661829370994836	0.01661829370994836	+1	TBX3
GO:0007254	JNK cascade	0.016651387419882226	0.016651387419882226	+1	EGFR,MAP2K4,MAPK8IP1,MECOM,NCOR1
GO:0035315	hair cell differentiation	0.016668513752219557	0.016668513752219557	+1	CTNNB1,ERCC2
GO:0000726	non-recombinational repair	0.01677127412483339	0.01677127412483339	+1	ATM,BRCA1,POLQ
GO:0048745	smooth muscle tissue development	0.016917710004803976	0.016917710004803976	+1	NF1
GO:0002218	activation of innate immune response	0.016962051944429332	0.016962051944429332	+1	KRAS,NRAS,EP300,SIN3A
GO:0060837	blood vessel endothelial cell differentiation	0.016981434801814833	0.016981434801814833	+1	NOTCH1
GO:0033234	negative regulation of protein sumoylation	0.016981434801814833	0.016981434801814833	+1	CTNNB1
GO:0003183	mitral valve morphogenesis	0.016981434801814833	0.016981434801814833	+1	NOTCH1
GO:0003207	cardiac chamber formation	0.016981434801814833	0.016981434801814833	+1	NOTCH1
GO:1901213	regulation of transcription from RNA polymerase II promoter involved in heart development	0.016981434801814833	0.016981434801814833	+1	NOTCH1
GO:0060253	negative regulation of glial cell proliferation	0.016981434801814833	0.016981434801814833	+1	NOTCH1
GO:0050728	negative regulation of inflammatory response	0.017016829847754076	0.017016829847754076	+1	GATA3,RB1
GO:0060389	pathway-restricted SMAD protein phosphorylation	0.017106013484774724	0.017106013484774724	+1	SMAD4,TGFBR2,ACVR2A
GO:0006413	translational initiation	0.017134371497748453	0.017134371497748453	+1	NPM1,RPL22,MTOR,EIF4A2,RPL5
GO:0120193	tight junction organization	0.01722137796563085	0.01722137796563085	+1	APC,RUNX1,CBFB
GO:1902041	regulation of extrinsic apoptotic signaling pathway via death domain receptors	0.01729964828762502	0.01729964828762502	+1	PTEN
GO:1904893	negative regulation of receptor signaling pathway via STAT	0.017633595697928665	0.017633595697928665	+1	VHL
GO:0031349	positive regulation of defense response	0.017736298137750354	0.017736298137750354	+1	KRAS,NRAS,CEBPA,TLR4,EP300,SIN3A,MIR142
GO:1901608	regulation of vesicle transport along microtubule	0.017736298137750354	0.017736298137750354	+1	STK11
GO:1901610	positive regulation of vesicle transport along microtubule	0.017736298137750354	0.017736298137750354	+1	STK11
GO:0150116	regulation of cell-substrate junction organization	0.017736298137750354	0.017736298137750354	+1	PTEN,EPHA3
GO:0060767	epithelial cell proliferation involved in prostate gland development	0.017774164601475698	0.017774164601475698	+1	SOX9
GO:0003413	chondrocyte differentiation involved in endochondral bone morphogenesis	0.017774164601475698	0.017774164601475698	+1	SOX9
GO:0014034	neural crest cell fate commitment	0.017774164601475698	0.017774164601475698	+1	SOX9
GO:0034764	positive regulation of transmembrane transport	0.017774164601475698	0.017774164601475698	+1	PIK3R1,AKT1,BRAF
GO:0046533	negative regulation of photoreceptor cell differentiation	0.017774164601475698	0.017774164601475698	+1	SOX9
GO:0046532	regulation of photoreceptor cell differentiation	0.017774164601475698	0.017774164601475698	+1	SOX9
GO:0090209	negative regulation of triglyceride metabolic process	0.017774164601475698	0.017774164601475698	+1	FBXW7
GO:0003418	growth plate cartilage chondrocyte differentiation	0.017774164601475698	0.017774164601475698	+1	SOX9
GO:0031281	positive regulation of cyclase activity	0.01784929382382599	0.01784929382382599	+1	NF1
GO:0032674	regulation of interleukin-5 production	0.01784929382382599	0.01784929382382599	+1	GATA3
GO:0032634	interleukin-5 production	0.01784929382382599	0.01784929382382599	+1	GATA3
GO:0051962	positive regulation of nervous system development	0.017897515453187254	0.017897515453187254	+1	NOTCH1,CTNNB1,ARHGAP35,EPHA3,EP300,SIN3A,MIR142
GO:0007099	centriole replication	0.017905586190747752	0.017905586190747752	+1	NPM1,BRCA1
GO:0051029	rRNA transport	0.01794631914339999	0.01794631914339999	+1	NPM1
GO:0033235	positive regulation of protein sumoylation	0.018030823797384764	0.018030823797384764	+1	CDKN2A
GO:1900103	positive regulation of endoplasmic reticulum unfolded protein response	0.018030823797384764	0.018030823797384764	+1	PIK3R1
GO:0002331	pre-B cell allelic exclusion	0.018031307830209526	0.018031307830209526	+1	ATM
GO:0072434	signal transduction involved in mitotic G2 DNA damage checkpoint	0.018031307830209526	0.018031307830209526	+1	ATM
GO:0006446	regulation of translational initiation	0.018087973740393396	0.018087973740393396	+1	NPM1,MTOR,EIF4A2
GO:0030888	regulation of B cell proliferation	0.01810108880707374	0.01810108880707374	+1	CDKN2A,ATM
GO:0035710	CD4-positive, alpha-beta T cell activation	0.01815827591571858	0.01815827591571858	+1	RUNX1,TGFBR2,CBFB
GO:0001838	embryonic epithelial tube formation	0.01815827591571858	0.01815827591571858	+1	GATA3,SOX9
GO:0070723	response to cholesterol	0.018169286816102314	0.018169286816102314	+1	TGFBR2,SMAD2
GO:0090288	negative regulation of cellular response to growth factor stimulus	0.01820266886794249	0.01820266886794249	+1	GATA3,NOTCH1
GO:0051898	negative regulation of protein kinase B signaling	0.018281046277914523	0.018281046277914523	+1	PTEN,AKT1
GO:0050855	regulation of B cell receptor signaling pathway	0.01828283043691934	0.01828283043691934	+1	RUNX1,CBFB
GO:2000515	negative regulation of CD4-positive, alpha-beta T cell activation	0.01828283043691934	0.01828283043691934	+1	RUNX1,CBFB
GO:0099175	regulation of postsynapse organization	0.01828585976265149	0.01828585976265149	+1	PTEN
GO:0060841	venous blood vessel development	0.018341829421646024	0.018341829421646024	+1	NOTCH1
GO:0060947	cardiac vascular smooth muscle cell differentiation	0.018341829421646024	0.018341829421646024	+1	NOTCH1
GO:0003174	mitral valve development	0.018341829421646024	0.018341829421646024	+1	NOTCH1
GO:0060379	cardiac muscle cell myoblast differentiation	0.018341829421646024	0.018341829421646024	+1	NOTCH1
GO:2000048	negative regulation of cell-cell adhesion mediated by cadherin	0.018341829421646024	0.018341829421646024	+1	NOTCH1
GO:0044065	regulation of respiratory system process	0.018449892265587704	0.018449892265587704	+1	TSHZ3
GO:0072262	metanephric glomerular mesangial cell proliferation involved in metanephros development	0.018537858730830022	0.018537858730830022	+1	WT1
GO:0003306	Wnt signaling pathway involved in heart development	0.018537858730830022	0.018537858730830022	+1	CTNNB1
GO:0061549	sympathetic ganglion development	0.018537858730830022	0.018537858730830022	+1	CTNNB1
GO:1905940	negative regulation of gonad development	0.018537858730830022	0.018537858730830022	+1	WT1
GO:1901616	organic hydroxy compound catabolic process	0.018537858730830022	0.018537858730830022	+1	PTEN
GO:0051146	striated muscle cell differentiation	0.018557349169468232	0.018557349169468232	+1	NOTCH1,WT1,PDGFRA,SMAD4
GO:0001936	regulation of endothelial cell proliferation	0.018557349169468232	0.018557349169468232	+1	NF1,NRAS,AKT1
GO:0010543	regulation of platelet activation	0.018591065106295063	0.018591065106295063	+1	TLR4,PDGFRA
GO:0002183	cytoplasmic translational initiation	0.018597518540666182	0.018597518540666182	+1	MTOR,EIF4A2
GO:0043297	apical junction assembly	0.018618072401597314	0.018618072401597314	+1	APC,RUNX1,CBFB
GO:1903051	negative regulation of proteolysis involved in cellular protein catabolic process	0.018719883055973833	0.018719883055973833	+1	CDKN2A,TAF1,RPL5
GO:0007632	visual behavior	0.01879381277414034	0.01879381277414034	+1	NF1
GO:0051349	positive regulation of lyase activity	0.01879381277414034	0.01879381277414034	+1	NF1
GO:1904019	epithelial cell apoptotic process	0.018808956759672674	0.018808956759672674	+1	GATA3,NFE2L2
GO:0007369	gastrulation	0.018867288505485892	0.018867288505485892	+1	SETD2,FOXA2,SOX17,SMAD2
GO:0033209	tumor necrosis factor-mediated signaling pathway	0.018964993822098767	0.018964993822098767	+1	TP53
GO:0071353	cellular response to interleukin-4	0.01908259358946563	0.01908259358946563	+1	GATA3
GO:0003215	cardiac right ventricle morphogenesis	0.01908259358946563	0.01908259358946563	+1	GATA3
GO:0051168	nuclear export	0.01908259358946563	0.01908259358946563	+1	TP53,NPM1,U2AF1,SETD2
GO:0016052	carbohydrate catabolic process	0.019159305198683762	0.019159305198683762	+1	TP53
GO:0006925	inflammatory cell apoptotic process	0.019178497055625063	0.019178497055625063	+1	CDKN2A
GO:0052126	movement in host environment	0.019219792713119528	0.019219792713119528	+1	CTNNB1,CDH1
GO:0010992	ubiquitin recycling	0.01923520919105572	0.01923520919105572	+1	FBXW7
GO:0072576	liver morphogenesis	0.01923520919105572	0.01923520919105572	+1	FBXW7
GO:0036035	osteoclast development	0.01923520919105572	0.01923520919105572	+1	FBXW7
GO:0072574	hepatocyte proliferation	0.01923520919105572	0.01923520919105572	+1	FBXW7
GO:0072575	epithelial cell proliferation involved in liver morphogenesis	0.01923520919105572	0.01923520919105572	+1	FBXW7
GO:0032768	regulation of monooxygenase activity	0.01923520919105572	0.01923520919105572	+1	EGFR,AKT1
GO:0032079	positive regulation of endodeoxyribonuclease activity	0.01940034890963377	0.01940034890963377	+1	AKT1
GO:0072656	maintenance of protein location in mitochondrion	0.01940034890963377	0.01940034890963377	+1	AKT1
GO:0140213	negative regulation of long-chain fatty acid import into cell	0.01940034890963377	0.01940034890963377	+1	AKT1
GO:0045778	positive regulation of ossification	0.01940034890963377	0.01940034890963377	+1	HGF,PTPN11,ACVR2A
GO:0031999	negative regulation of fatty acid beta-oxidation	0.01940034890963377	0.01940034890963377	+1	AKT1
GO:0010748	negative regulation of long-chain fatty acid import across plasma membrane	0.01940034890963377	0.01940034890963377	+1	AKT1
GO:0006924	activation-induced cell death of T cells	0.01940034890963377	0.01940034890963377	+1	AKT1
GO:1902905	positive regulation of supramolecular fiber organization	0.0194200921522969	0.0194200921522969	+1	NAV3,RB1
GO:0090150	establishment of protein localization to membrane	0.0194200921522969	0.0194200921522969	+1	TP53,EGFR,RPL22,BRAF
GO:0006360	transcription by RNA polymerase I	0.019438828425963468	0.019438828425963468	+1	MTOR,TAF1,ERCC2
GO:0043534	blood vessel endothelial cell migration	0.01947940554013108	0.01947940554013108	+1	NF1,NOTCH1,AKT1
GO:0032204	regulation of telomere maintenance	0.019561118447965205	0.019561118447965205	+1	ATM,ATRX,ATR
GO:0071216	cellular response to biotic stimulus	0.019607852818978307	0.019607852818978307	+1	TP53
GO:0030540	female genitalia development	0.019628459114636513	0.019628459114636513	+1	TBX3
GO:0061314	Notch signaling involved in heart development	0.019706040731315027	0.019706040731315027	+1	NOTCH1
GO:0060354	negative regulation of cell adhesion molecule production	0.019706040731315027	0.019706040731315027	+1	NOTCH1
GO:0097150	neuronal stem cell population maintenance	0.019706040731315027	0.019706040731315027	+1	NOTCH1
GO:0043393	regulation of protein binding	0.01976788277370349	0.01976788277370349	+1	AKT1,LRRK2,CDKN1A,TAF1
GO:0006470	protein dephosphorylation	0.019773225495213948	0.019773225495213948	+1	PTEN,STK11,MTOR,PPP2R1A,PTPN11
GO:0044818	mitotic G2/M transition checkpoint	0.019777577367019152	0.019777577367019152	+1	ATM,CDKN1A
GO:0048814	regulation of dendrite morphogenesis	0.019795486855044758	0.019795486855044758	+1	PTEN
GO:1903691	positive regulation of wound healing, spreading of epidermal cells	0.019795486855044758	0.019795486855044758	+1	MTOR
GO:0043407	negative regulation of MAP kinase activity	0.01980310410716486	0.01980310410716486	+1	NF1,PPP2R1A,MAPK8IP1
GO:0006839	mitochondrial transport	0.01981791762286708	0.01981791762286708	+1	TP53,FBXW7,BAP1
GO:1903974	positive regulation of cellular response to macrophage colony-stimulating factor stimulus	0.020033180182966567	0.020033180182966567	+1	TLR4
